,method,name
2394,"  static Stream<Arguments> <extra_id_0>(final IntBinaryOperator resultCalc) {    final var testData = new ArrayList<Arguments>();    for (var i = -10; i < 10; i++) {      for (var j = -10; j < 10; j++) {        testData.add(Arguments.of(            new NumberExpression(i),            new NumberExpression(j),            resultCalc.applyAsInt(i, j)        ));      }    }    return testData.stream();  }  /**   * The expected {@link E#toString()} response   */",prepareParameters
1382,  public Node <extra_id_0>() {    return null;  }  @Override,getLeft
2780,  public final void <extra_id_0>() {    this.eventListener = null;  },removeListener
3182,      void <extra_id_0>() throws Exception {        assertFalse(dao.getById(getNonExistingCustomerId()).isPresent());      }    }    /**     * Represents a scenario where DAO operations are being performed on an already existing     * customer.     */    @Nested,retrieveShouldReturnNoCustomer
3194,"  private void <extra_id_0>(int count) throws Exception {    try (var allCustomers = dao.getAll()) {      assertEquals(count, allCustomers.count());    }  }  /**   * An arbitrary number which does not correspond to an active Customer id.   *   * @return an int of a customer id which doesn't exist   */",assertCustomerCountIs
3048,"  public Optional<Product> <extra_id_0>(String name) throws SQLException {    var sql = ""select * from PRODUCTS where name = ?;"";    try (var connection = dataSource.getConnection();        var preparedStatement = connection.prepareStatement(sql)) {      preparedStatement.setString(1, name);      ResultSet rs = preparedStatement.executeQuery();      if (rs.next()) {        return Optional.of(            Product.builder()                .name(rs.getString(""name""))                .price(Money.of(USD, rs.getBigDecimal(""price"")))                .expirationDate(rs.getDate(""expiration_date"").toLocalDate())                .productDao(this)                .build());      } else {        return Optional.empty();      }    }  }  @Override",findByName
43,    public String <extra_id_0>() {      return log.get(log.size() - 1).getFormattedMessage();    }  }},getLastMessage
1214,"  public void <extra_id_0>() {    LOGGER.info(""Load data from PresentationModel"");    txtArtist.setText(model.getArtist());    txtTitle.setText(model.getTitle());    chkClassical.setSelected(model.getIsClassical());    txtComposer.setEditable(model.getIsClassical());    txtComposer.setText(model.getComposer());  }  /**   * initialize the GUI.   */",loadFromMod
3219,  void <extra_id_0>() {    assertDoesNotThrow(() -> App.main(new String[]{}));  },shouldExecuteApplicationWithoutException
3548,"  void <extra_id_0>() {    var delayedService = new DelayedRemoteService(System.nanoTime(), STARTUP_DELAY);    //Set the circuit Breaker parameters    delayedServiceCircuitBreaker = new DefaultCircuitBreaker(delayedService, 3000,        FAILURE_THRESHOLD,        RETRY_PERIOD * 1000 * 1000 * 1000);    var quickService = new QuickRemoteService();    //Set the circuit Breaker parameters    quickServiceCircuitBreaker = new DefaultCircuitBreaker(quickService, 3000, FAILURE_THRESHOLD,        RETRY_PERIOD * 1000 * 1000 * 1000);    monitoringService = new MonitoringService(delayedServiceCircuitBreaker,        quickServiceCircuitBreaker);  }  @Test",setupCircuitBreakers
1857,  void <extra_id_0>() throws InterruptedException {    var taskHandler = new TaskHandler();    var handle = new Task(100);    taskHandler.handleTask(handle);    assertTrue(handle.isFinished());  },testHandleTask
3442,"    void <extra_id_0>() throws Exception {        for (double d = 0.1; d < 2; d = d + 0.1) {            paymentTime *= d;            queueTaskTime *= d;            messageTime *= d;            employeeTime *= d;            queueTime *= d;            for (Exception e : exceptionList) {                Commander c = buildCommanderObjectWithDB(true, true, e);                var order = new Order(new User(""K"", null), ""pen"", 1f);                for (Order.MessageSent ms : Order.MessageSent.values()) {                    c.placeOrder(order);                    assertFalse(StringUtils.isBlank(order.id));                }                c = buildCommanderObjectWithDB(true, false, e);                order = new Order(new User(""K"", null), ""pen"", 1f);                for (Order.MessageSent ms : Order.MessageSent.values()) {                    c.placeOrder(order);                    assertFalse(StringUtils.isBlank(order.id));                }                c = buildCommanderObjectWithDB(false, false, e);                order = new Order(new User(""K"", null), ""pen"", 1f);                for (Order.MessageSent ms : Order.MessageSent.values()) {                    c.placeOrder(order);                    assertFalse(StringUtils.isBlank(order.id));                }                c = buildCommanderObjectWithDB(false, true, e);                order = new Order(new User(""K"", null), ""pen"", 1f);                for (Order.MessageSent ms : Order.MessageSent.values()) {                    c.placeOrder(order);                    assertFalse(StringUtils.isBlank(order.id));                }            }        }    }    @Test",testPlaceOrderWithDatabaseAndExceptions
309,  void <extra_id_0>() {    appender.stop();  }  /**   * The tested stealing method   */,tearDown
1854,  void <extra_id_0>() {    var workCenter = new WorkCenter();    workCenter.promoteLeader();    assertNull(workCenter.getLeader());  }  @Test,testNullLeader
2959,      public Double <extra_id_0>() {        return cost;      },getCost
131,    void <extra_id_0>() throws Exception {      var dataSource = new JdbcDataSource();      dataSource.setURL(DB_URL);      dao = new HotelDaoImpl(dataSource);      var result = dao.add(existingRoom);      Assertions.assertTrue(result);    }    /**     * Represents the scenario when DAO operations are being performed on a non existing room.     */    @Nested,setUp
1501,  void <extra_id_0>() {    var albumListPage = albumPage.cancelChanges();    albumListPage.navigateToPage();    assertTrue(albumListPage.isAt());  },testCancelChanges
1375,  String <extra_id_0>();,getName
898,  public Customer <extra_id_0>(String id) {    return customerMap.get(id);  },getCustomer
2384,"  void <extra_id_0>(){    // dummy persons.    Person person1 = new Person(1,""Harry"",989950022);    Person person2 = new Person(2,""Kane"",989920011);    Assertions.assertNotEquals(person1,person2,""Incorrect equality condition"");    // person with duplicate nationalID.    Person person3 = new Person(2,""John"",789012211);    // If nationalID is equal then persons are equal(even if name or phoneNum are different).    // This situation will never arise in this implementation. Only for testing.    Assertions.assertEquals(person2,person3,""Incorrect inequality condition"");  }",testEquality
743,"  static void <extra_id_0>(int numOfMovements, Map<Integer, Bubble> bubbles) {    //all bubbles have to be checked for collision for all bubbles    var bubblesToCheck = bubbles.values();    //will run numOfMovement times or till all bubbles have popped    while (numOfMovements > 0 && !bubbles.isEmpty()) {      bubbles.forEach((i, bubble) -> {        // bubble moves, new position gets updated        // and collisions are checked with all bubbles in bubblesToCheck        bubble.move();        bubbles.replace(i, bubble);        bubble.handleCollision(bubblesToCheck, bubbles);      });      numOfMovements--;    }    //bubbles not popped    bubbles.keySet().forEach(key -> LOGGER.info(""Bubble {} not popped"", key));  }",noSpatialPartition
528,  E <extra_id_0>(E entity);,merge
2435,  public MenuItem <extra_id_0>() {    return menuItem;  },getMenuItem
2743,  public String <extra_id_0>() {    return description;  },toString
37,  void <extra_id_0>() {    appender.stop();  }  /**   * The tested visitor instance.   */,tearDown
1328,"  public static void <extra_id_0>(String[] args) {    /* set up */    var charProto = new Character();    charProto.set(Stats.STRENGTH, 10);    charProto.set(Stats.AGILITY, 10);    charProto.set(Stats.ARMOR, 10);    charProto.set(Stats.ATTACK_POWER, 10);    var mageProto = new Character(Type.MAGE, charProto);    mageProto.set(Stats.INTELLECT, 15);    mageProto.set(Stats.SPIRIT, 10);    var warProto = new Character(Type.WARRIOR, charProto);    warProto.set(Stats.RAGE, 15);    warProto.set(Stats.ARMOR, 15); // boost default armor for warrior    var rogueProto = new Character(Type.ROGUE, charProto);    rogueProto.set(Stats.ENERGY, 15);    rogueProto.set(Stats.AGILITY, 15); // boost default agility for rogue    /* usage */    var mag = new Character(""Player_1"", mageProto);    mag.set(Stats.ARMOR, 8);    LOGGER.info(mag.toString());    var warrior = new Character(""Player_2"", warProto);    LOGGER.info(warrior.toString());    var rogue = new Character(""Player_3"", rogueProto);    LOGGER.info(rogue.toString());    var rogueDouble = new Character(""Player_4"", rogue);    rogueDouble.set(Stats.ATTACK_POWER, 12);    LOGGER.info(rogueDouble.toString());  }",main
113,"  void <extra_id_0>() {    var matrix = new Cell[2][2];    var c1 = new Candy(""green jelly"", ""jelly"", Type.CRUSHABLE_CANDY, 5);    var c2 = new Candy(""purple jelly"", ""jelly"", Type.CRUSHABLE_CANDY, 5);    var c3 = new Candy(""green apple"", ""apple"", Type.REWARD_FRUIT, 10);    matrix[0][0] = new Cell(c1, 0, 0);    matrix[0][1] = new Cell(c2, 1, 0);    matrix[1][0] = new Cell(c3, 0, 1);    matrix[1][1] = new Cell(c2, 1, 1);    var p = new CellPool(4);    var cg = new CandyGame(2, p);    cg.cells = matrix;    var fruitInLastRow = cg.continueRound();    matrix[1][0].crush(p, matrix);    matrix[0][0] = new Cell(c3, 0, 0);    var matchingCandy = cg.continueRound();    matrix[0][1].crush(p, matrix);    matrix[0][1] = new Cell(c3, 1, 0);    var noneLeft = cg.continueRound();    assertTrue(fruitInLastRow && matchingCandy && !noneLeft);  }",continueRoundTest
3738,"  public void <extra_id_0>() {    LOGGER.info(""The item's glow fades."");  }",onDeactivate
3277,"  void <extra_id_0>() {    var bookCount = queryService.getAuthorBooksCount(""username1"");    assertEquals(new BigInteger(""2""), bookCount);  }  @Test",testGetAuthorBooksCount
91,  void <extra_id_0>(T entity);  /**   * Any register delete operation occurring on UnitOfWork is only going to be performed on commit.   */,registerModified
1743,  void <extra_id_0>(final Double value) {    viewModel.handleAction(new SetVariableCalculatorAction(value));  },setVariable
1347,"  public String <extra_id_0>(SignupModel form) {    LOGGER.info(""Redirect to user page with "" + ""name "" + form.getName() + "" email "" + form.getEmail());    return ""redirect:/user"";  }",redirect
599,"  void <extra_id_0>() {    final var bookname = ""bookname"";    final var spellbook = mock(Spellbook.class);    final var wizards = Set.of(        mock(Wizard.class),        mock(Wizard.class),        mock(Wizard.class)    );    when(spellbook.getWizards()).thenReturn(wizards);    final var spellbookDao = mock(SpellbookDao.class);    when(spellbookDao.findByName(bookname)).thenReturn(spellbook);    final var wizardDao = mock(WizardDao.class);    final var spellDao = mock(SpellDao.class);    final var service = new MagicServiceImpl(wizardDao, spellbookDao, spellDao);    verifyNoInteractions(wizardDao, spellbookDao, spellDao, spellbook);    final var result = service.findWizardsWithSpellbook(bookname);    verify(spellbookDao).findByName(bookname);    verify(spellbook).getWizards();    assertNotNull(result);    assertEquals(3, result.size());    verifyNoMoreInteractions(wizardDao, spellbookDao, spellDao);  }  @Test",testFindWizardsWithSpellbook
882,"    public void <extra_id_0>() {      try (var socket = new Socket(InetAddress.getLocalHost(), serverPort)) {        var outputStream = socket.getOutputStream();        var writer = new PrintWriter(outputStream);        sendLogRequests(writer, socket.getInputStream());      } catch (IOException e) {        LOGGER.error(""error sending requests"", e);        throw new RuntimeException(e);      }    }",run
1904,"  void <extra_id_0>() {    var content = ""test"";    var message = new Message(MessageType.HEARTBEAT, content);    assertEquals(content, message.getContent());  }",testGetContent
