,method,name
2084,  void <extra_id_0>() {    appender.stop();  }  /**   * Verify if the cake view renders the expected result   */  @Test,tearDown
2506,  public List<E> <extra_id_0>() {    return FluentIterable.copyToList(iterable);  }  @Override,asList
1028,"  void <extra_id_0>() {    var sd = serviceDiscovery();    var service = sd.findAny();    var badOrderSaga = service.execute(newSaga(""bad_order""));    var goodOrderSaga = service.execute(newSaga(""good_order""));    assertEquals(Saga.SagaResult.ROLLBACKED, badOrderSaga.getResult());    assertEquals(Saga.SagaResult.FINISHED, goodOrderSaga.getResult());  }",executeTest
2117,"    public String <extra_id_0>() {        return String.format(""id=%s name=%s calories=%d"", id, name, calories);    }",toString
3272,"  static void <extra_id_0>() {    var commandService = new CommandServiceImpl();    queryService = new QueryServiceImpl();    // create first author1    commandService.authorCreated(""username1"", ""name1"", ""email1"");    // create author1 and update all its data    commandService.authorCreated(""username2"", ""name2"", ""email2"");    commandService.authorEmailUpdated(""username2"", ""new_email2"");    commandService.authorNameUpdated(""username2"", ""new_name2"");    commandService.authorUsernameUpdated(""username2"", ""new_username2"");    // add book1 to author1    commandService.bookAddedToAuthor(""title1"", 10, ""username1"");    // add book2 to author1 and update all its data    commandService.bookAddedToAuthor(""title2"", 20, ""username1"");    commandService.bookPriceUpdated(""title2"", 30);    commandService.bookTitleUpdated(""title2"", ""new_title2"");  }  @Test",initializeAndPopulateDatabase
709,"  public void <extra_id_0>(String itemName, Double price) {    Product item = new Product(price);    itemName2Product.put(itemName, item);  }  /**   * Find a user with the userName.   *   * @param userName of the user   * @return instance of User   */",seedItem
647,  public final boolean <extra_id_0>(Mass other) {    return this.value < other.value;  },smallerThan
2872,"  private static void <extra_id_0>(Unit unit) {    final var logger = LoggerFactory.getLogger(App.class);    var name = unit.getName();    Function<String, Runnable> func = e -> () -> logger.info(""{} without {}"", name, e);    var extension = ""SoldierExtension"";    Optional.ofNullable(unit.getUnitExtension(extension))        .map(e -> (SoldierExtension) e)        .ifPresentOrElse(SoldierExtension::soldierReady, func.apply(extension));    extension = ""SergeantExtension"";    Optional.ofNullable(unit.getUnitExtension(extension))        .map(e -> (SergeantExtension) e)        .ifPresentOrElse(SergeantExtension::sergeantReady, func.apply(extension));    extension = ""CommanderExtension"";    Optional.ofNullable(unit.getUnitExtension(extension))        .map(e -> (CommanderExtension) e)        .ifPresentOrElse(CommanderExtension::commanderReady, func.apply(extension));  }",checkExtensionsForUnit
617,  public void <extra_id_0>(Fatigue fatigue) {    giant.setFatigue(fatigue);  }  /**   * Sets nourishment.   *   * @param nourishment the nourishment   */,setFatigue
1410,"  public static void <extra_id_0>(String[] args) {    var weather = new Weather();    weather.addObserver(new Orcs());    weather.addObserver(new Hobbits());    weather.timePasses();    weather.timePasses();    weather.timePasses();    weather.timePasses();    // Generic observer inspired by Java Generics and Collections by Naftalin & Wadler    LOGGER.info(""--Running generic version--"");    var genericWeather = new GenWeather();    genericWeather.addObserver(new GenOrcs());    genericWeather.addObserver(new GenHobbits());    genericWeather.timePasses();    genericWeather.timePasses();    genericWeather.timePasses();    genericWeather.timePasses();  }",main
2822,  public void <extra_id_0>(boolean onFire) {    this.onFire = onFire;  },setOnFire
776,"  public static void <extra_id_0>(String[] args) {    scenario(jenkins, 1);    scenario(travis, 0);  }  /**   * Can add a List with enum Actions for variable scenarios.   */",main
3629,"    void <extra_id_0>(T value) {      this.value = value;      this.state = COMPLETED;      this.callback.ifPresent(ac -> ac.onComplete(value, Optional.empty()));      synchronized (lock) {        lock.notifyAll();      }    }    /**     * Sets the exception from failed execution and executes callback if available. Notifies any     * thread waiting for completion.     *     * @param exception exception of the failed task     */",setValue
1364,"  void <extra_id_0>() {    assertEquals(7, TREE_ROOT.getTreeSize());  }  /**   * Walk through the tree and verify if every item is handled   */  @Test",testTreeSize
3111,  public final List<U> <extra_id_0>(final Collection<T> dtos) {    return dtos.stream().map(this::convertFromDto).toList();  }  /**   * Converts list of Entities to list of DTOs.   *   * @param entities collection of domain entities   * @return List of domain representation of provided entities retrieved by mapping each of them   *     with the conversion function   */,createFromDtos
3663,"  void <extra_id_0>() {    //Arrange    var cash = new Cash(1);    //Act    var result = cash.minus(6);    //Assert    assertFalse(result);    assertEquals(1, cash.count());  }  @Test",testInsufficientMinus
1280,  public boolean <extra_id_0>() {    return false;  }  @Override,isCancelled
510,"  public String <extra_id_0>() {    return ""Data {"" + ""key=""        + key + "", value='"" + value        + '\'' + "", type="" + type + '}';  }",toString
1587,  public void <extra_id_0>(final String value) {    this.error.println(value);  },printErrorString
712,  public Product <extra_id_0>(String itemName) {    if (!itemName2Product.containsKey(itemName)) {      return null;    }    return itemName2Product.get(itemName);  }  /**   * User class to store user info.   */,findProductByItemName
2080,"  public Health <extra_id_0>() {    LOGGER.info(""Calling performCheck with timeout {}"", timeoutInSeconds);    Supplier<Health> dbTransactionCheck =        () -> {          try {            healthCheckRepository.performTestTransaction();            return Health.up().build();          } catch (Exception e) {            LOGGER.error(""Database transaction health check failed"", e);            return Health.down(e).build();          }        };    try {      return asynchronousHealthChecker.performCheck(dbTransactionCheck, timeoutInSeconds).get();    } catch (InterruptedException | ExecutionException e) {      LOGGER.error(""Database transaction health check timed out or was interrupted"", e);      Thread.currentThread().interrupt();      return Health.down(e).build();    }  }",health
1441,    public Builder <extra_id_0>(String type) {      this.type = type;      return this;    },withType
3009,"  private static void <extra_id_0>(Buffer buffer) {    StringBuilder log = new StringBuilder(""Black Pixels: "");    var pixels = buffer.getPixels();    for (var i = 0; i < pixels.length; ++i) {      if (pixels[i] == Pixel.BLACK) {        var y = i / FrameBuffer.WIDTH;        var x = i % FrameBuffer.WIDTH;        log.append("" ("").append(x).append("", "").append(y).append("")"");      }    }    LOGGER.info(log.toString());  }",printBlackPixelCoordinate
856,  public abstract int <extra_id_0>();  /**   * Binds the channel on provided port.   *   * @throws IOException if any I/O error occurs.   */,getInterestedOps
2466,"  FluentIterable<E> <extra_id_0>(Predicate<? super E> predicate);  /**   * Returns an Optional containing the first element of this iterable if present, else returns   * Optional.empty().   *   * @return the first element after the iteration is evaluated   */",filter
2067,  protected List<MemoryPoolMXBean> <extra_id_0>() {    return ManagementFactory.getMemoryPoolMXBeans();  },getMemoryPoolMxBeans
3268,"  void <extra_id_0>(String oldUsername, String newUsername);",authorUsernameUpdated
2716,"  public static void <extra_id_0>(String[] args) throws IOException {    // create the file writer and execute the custom action    FileWriterAction writeHello = writer -> {      writer.write(""Gandalf was here"");    };    new SimpleFileWriter(""testfile.txt"", writeHello);    // print the file contents    try (var scanner = new Scanner(new File(""testfile.txt""))) {      while (scanner.hasNextLine()) {        LOGGER.info(scanner.nextLine());      }    }  }",main
2157,"  void <extra_id_0>() {    final var exception = new IllegalStateException();    doThrow(exception).when(task).onPreCall();    service.execute(task);    verify(task, timeout(2000)).onError(eq(exception));    final var inOrder = inOrder(task);    inOrder.verify(task, times(1)).onPreCall();    inOrder.verify(task, times(1)).onError(exception);    verifyNoMoreInteractions(task);  }",testPreCallException
1994,  public String <extra_id_0>(Order order) {    return filterChain.execute(order);  },filterRequest
1111,"  public static void <extra_id_0>(String[] args) throws Exception {    var queueManager = new QueueManager(10);    // push some message to queue    // Low Priority message    for (var i = 0; i < 10; i++) {      queueManager.publishMessage(new Message(""Low Message Priority"", 0));    }    // High Priority message    for (var i = 0; i < 10; i++) {      queueManager.publishMessage(new Message(""High Message Priority"", 1));    }    // run worker    var worker = new Worker(queueManager);    worker.run();  }",main
1550,"  public static void <extra_id_0>(String[] args) throws Exception {    var videos = Map.of(        1, new Video(1, ""Avatar"", 178, ""epic science fiction film"",            ""James Cameron"", ""English""),        2, new Video(2, ""Godzilla Resurgence"", 120, ""Action & drama movie|"",            ""Hideaki Anno"", ""Japanese""),        3, new Video(3, ""Interstellar"", 169, ""Adventure & Sci-Fi"",            ""Christopher Nolan"", ""English"")    );    var videoResource = new VideoResource(new FieldJsonMapper(), videos);    LOGGER.info(""Retrieving full response from server:-"");    LOGGER.info(""Get all video information:"");    var videoDetails = videoResource.getDetails(1);    LOGGER.info(videoDetails);    LOGGER.info(""----------------------------------------------------------"");    LOGGER.info(""Retrieving partial response from server:-"");    LOGGER.info(""Get video @id, @title, @director:"");    var specificFieldsDetails = videoResource.getDetails(3, ""id"", ""title"", ""director"");    LOGGER.info(specificFieldsDetails);    LOGGER.info(""Get video @id, @length:"");    var videoLength = videoResource.getDetails(3, ""id"", ""length"");    LOGGER.info(videoLength);  }",main
2510,"  public static void <extra_id_0>(String[] args) {    var integerList = List.of(1, -61, 14, -22, 18, -87, 6, 64, -82, 26, -98, 97, 45, 23, 2, -68);    prettyPrint(""The initial list contains: "", integerList);    var firstFiveNegatives = SimpleFluentIterable        .fromCopyOf(integerList)        .filter(negatives())        .first(3)        .asList();    prettyPrint(""The first three negative values are: "", firstFiveNegatives);    var lastTwoPositives = SimpleFluentIterable        .fromCopyOf(integerList)        .filter(positives())        .last(2)        .asList();    prettyPrint(""The last two positive values are: "", lastTwoPositives);    SimpleFluentIterable        .fromCopyOf(integerList)        .filter(number -> number % 2 == 0)        .first()        .ifPresent(evenNumber -> LOGGER.info(""The first even number is: {}"", evenNumber));    var transformedList = SimpleFluentIterable        .fromCopyOf(integerList)        .filter(negatives())        .map(transformToString())        .asList();    prettyPrint(""A string-mapped list of negative numbers contains: "", transformedList);    var lastTwoOfFirstFourStringMapped = LazyFluentIterable        .from(integerList)        .filter(positives())        .first(4)        .last(2)        .map(number -> ""String["" + number + ""]"")        .asList();    prettyPrint(""The lazy list contains the last two of the first four positive numbers ""        + ""mapped to Strings: "", lastTwoOfFirstFourStringMapped);    LazyFluentIterable        .from(integerList)        .filter(negatives())        .first(2)        .last()        .ifPresent(number -> LOGGER.info(""Last amongst first two negatives: {}"", number));  }",main
